Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,MathScore
female,,associate's degree,standard,none,single,regularly,no,4,private,61
female,group D,high school,standard,none,divorced,sometimes,yes,0,school_bus,47
male,,high school,standard,none,married,sometimes,yes,4,school_bus,66
male,group D,master's degree,free/reduced,none,divorced,never,no,1,school_bus,48
male,group C,some college,free/reduced,completed,married,never,yes,0,private,44
male,,bachelor's degree,free/reduced,completed,widowed,sometimes,yes,1,private,81
female,group D,high school,standard,,married,regularly,yes,2,,79
male,group C,associate's degree,standard,none,divorced,sometimes,no,2,private,86
female,group C,some college,standard,none,married,sometimes,yes,2,private,71
male,group C,master's degree,free/reduced,completed,married,regularly,yes,4,private,74
male,group C,,free/reduced,completed,married,sometimes,yes,2,private,39
female,group D,high school,standard,none,married,regularly,yes,7,school_bus,61
female,group E,some high school,free/reduced,completed,single,sometimes,no,3,school_bus,80
female,group B,some college,free/reduced,none,married,never,no,2,,52
male,group C,high school,standard,none,single,regularly,yes,3,school_bus,54
male,group C,some high school,standard,none,divorced,regularly,no,4,school_bus,48
female,group D,associate's degree,standard,none,married,sometimes,yes,1,school_bus,90
male,group C,associate's degree,free/reduced,none,single,regularly,yes,,school_bus,61
female,group B,associate's degree,standard,completed,divorced,never,yes,3,private,77
female,group E,some high school,free/reduced,completed,divorced,sometimes,yes,6,,80
female,group C,high school,standard,completed,married,regularly,yes,,private,60
female,group B,some college,standard,completed,married,sometimes,yes,5,private,54
male,group B,,standard,none,married,regularly,yes,2,school_bus,57
female,group D,some college,standard,none,married,regularly,yes,2,school_bus,80
male,group C,some high school,free/reduced,completed,single,sometimes,yes,1,,72
male,group E,some high school,standard,completed,married,sometimes,yes,2,school_bus,89
female,group B,some college,standard,completed,married,sometimes,no,3,,24
female,group D,some high school,free/reduced,none,divorced,sometimes,no,,school_bus,52
female,group D,high school,standard,,single,regularly,yes,3,school_bus,53
male,group E,some college,standard,completed,single,never,yes,4,school_bus,84
male,group E,some college,standard,completed,divorced,sometimes,yes,1,private,82
female,group D,high school,standard,none,divorced,regularly,yes,4,,82
female,group C,high school,standard,,married,regularly,,0,school_bus,89
female,group C,some college,free/reduced,none,married,regularly,yes,3,school_bus,36
male,group B,high school,standard,completed,divorced,sometimes,yes,5,school_bus,69
female,group D,some college,standard,completed,married,regularly,yes,3,private,75
male,group E,associate's degree,standard,none,married,sometimes,yes,0,private,78
female,group C,associate's degree,standard,none,married,sometimes,yes,1,school_bus,61
male,group E,some college,standard,none,divorced,sometimes,no,2,private,84
female,group E,high school,standard,,,sometimes,yes,4,private,88
female,group D,high school,standard,completed,single,sometimes,yes,4,private,81
male,group C,some college,standard,completed,married,sometimes,yes,3,private,85
male,group C,some high school,free/reduced,none,single,regularly,yes,1,school_bus,46
male,group D,bachelor's degree,free/reduced,completed,married,regularly,no,2,school_bus,72
female,group D,associate's degree,standard,none,single,,yes,0,private,45
female,group E,some college,standard,none,married,sometimes,yes,3,school_bus,80
female,group C,associate's degree,standard,,married,regularly,yes,1,school_bus,93
female,group D,some college,standard,none,married,sometimes,no,2,private,85
female,group D,some high school,standard,none,divorced,sometimes,yes,,school_bus,73
female,group B,some high school,standard,none,divorced,regularly,yes,2,private,48
female,group B,some college,standard,none,married,sometimes,yes,2,school_bus,61
male,group D,bachelor's degree,standard,none,married,sometimes,yes,3,school_bus,89
male,group D,associate's degree,free/reduced,completed,divorced,regularly,yes,2,school_bus,67
male,group D,some college,free/reduced,none,married,regularly,yes,3,school_bus,78
female,group A,associate's degree,free/reduced,none,married,sometimes,yes,1,school_bus,50
female,group B,some college,standard,completed,single,sometimes,yes,,private,77
female,group B,,free/reduced,none,single,sometimes,no,2,school_bus,75
male,group C,associate's degree,free/reduced,,married,never,yes,5,school_bus,46
male,group C,high school,free/reduced,none,divorced,regularly,no,1,private,58
female,group D,master's degree,standard,,married,sometimes,no,4,,67
male,group E,bachelor's degree,free/reduced,none,widowed,sometimes,yes,1,,95
female,,high school,free/reduced,completed,divorced,sometimes,yes,3,school_bus,50
female,group C,,free/reduced,none,married,sometimes,yes,2,school_bus,57
male,group A,bachelor's degree,free/reduced,completed,single,never,yes,4,private,48
male,group D,some college,standard,none,single,never,yes,4,private,67
male,group B,some college,free/reduced,completed,married,sometimes,no,2,private,44
male,group E,some high school,free/reduced,completed,married,regularly,yes,1,school_bus,70
male,group C,some college,standard,none,married,sometimes,,4,private,65
female,group C,bachelor's degree,standard,completed,married,sometimes,yes,1,private,75
male,group B,bachelor's degree,free/reduced,none,married,sometimes,no,1,private,58
female,group D,some college,standard,none,single,sometimes,no,1,school_bus,67
female,group E,some college,free/reduced,completed,divorced,regularly,yes,3,school_bus,82
male,group E,some high school,standard,none,married,sometimes,no,4,school_bus,78
female,group D,high school,standard,completed,married,sometimes,no,3,school_bus,67
male,group B,some college,free/reduced,completed,single,sometimes,yes,2,school_bus,70
male,group C,some college,standard,completed,divorced,sometimes,no,4,private,97
female,group D,high school,standard,none,divorced,sometimes,yes,3,school_bus,54
male,group D,some college,free/reduced,none,married,sometimes,no,3,school_bus,39
female,group B,associate's degree,free/reduced,completed,single,sometimes,no,3,school_bus,53
female,group C,some high school,standard,none,married,sometimes,yes,,private,39
female,group B,bachelor's degree,standard,,single,sometimes,yes,1,school_bus,84
female,group A,high school,standard,none,married,never,no,2,private,63
female,group C,some high school,standard,none,married,sometimes,no,3,private,51
male,group C,high school,free/reduced,none,divorced,sometimes,no,3,private,45
male,group A,master's degree,standard,none,,sometimes,no,2,school_bus,73
male,group B,high school,standard,completed,married,sometimes,,1,private,69
female,group B,some high school,standard,completed,married,never,yes,3,school_bus,51
male,group A,high school,free/reduced,completed,divorced,never,yes,2,private,38
male,group C,high school,free/reduced,none,single,sometimes,yes,0,private,54
male,,associate's degree,free/reduced,completed,single,sometimes,no,4,school_bus,63
female,group C,,standard,none,married,sometimes,yes,4,school_bus,88
male,group D,bachelor's degree,free/reduced,none,married,sometimes,no,1,,80
female,group C,master's degree,free/reduced,completed,single,sometimes,yes,2,school_bus,46
female,group E,some high school,standard,none,married,regularly,no,1,private,69
male,group B,bachelor's degree,standard,none,married,sometimes,yes,2,school_bus,66
male,group C,high school,free/reduced,completed,single,never,no,,private,75
female,group A,bachelor's degree,standard,completed,single,sometimes,no,3,school_bus,83
male,group C,associate's degree,standard,none,married,sometimes,yes,,school_bus,70
female,group A,associate's degree,free/reduced,none,divorced,regularly,yes,3,private,79
female,group D,some high school,standard,none,single,sometimes,no,3,private,75
male,group D,some college,standard,none,married,never,yes,1,school_bus,67
male,group C,some college,standard,none,single,sometimes,no,3,school_bus,72
male,group B,associate's degree,standard,none,married,sometimes,no,2,private,55
female,group B,master's degree,free/reduced,none,married,regularly,no,1,private,38
male,group C,associate's degree,standard,none,married,regularly,yes,2,,69
female,group C,master's degree,standard,none,divorced,never,no,2,school_bus,68
male,group A,high school,standard,none,single,sometimes,yes,0,school_bus,64
male,group D,,free/reduced,none,single,regularly,,5,private,69
female,group B,some high school,standard,completed,married,never,no,1,private,84
female,group E,associate's degree,standard,none,married,regularly,yes,3,private,85
female,group E,,free/reduced,none,married,sometimes,,0,private,64
female,group D,some college,standard,none,divorced,regularly,yes,3,,94
female,group D,master's degree,free/reduced,none,divorced,sometimes,yes,1,school_bus,66
female,group C,high school,free/reduced,completed,married,never,yes,1,,60
female,group D,associate's degree,standard,none,,never,yes,3,private,79
female,group C,some high school,standard,completed,single,regularly,yes,0,school_bus,45
female,group B,some college,standard,none,single,sometimes,yes,1,school_bus,42
male,group D,some high school,free/reduced,completed,single,regularly,yes,0,school_bus,57
female,,some high school,standard,none,single,sometimes,no,2,private,73
female,group D,some college,standard,none,married,sometimes,no,1,school_bus,60
female,,some high school,standard,completed,married,sometimes,,1,school_bus,80
female,group D,some college,free/reduced,none,married,regularly,no,3,private,62
female,group E,some high school,standard,none,married,regularly,no,1,school_bus,89
male,,some college,standard,,married,sometimes,no,1,school_bus,68
female,group C,some high school,standard,none,married,sometimes,yes,1,school_bus,71
female,group C,some high school,standard,,married,never,no,1,school_bus,53
male,group C,some high school,free/reduced,none,married,never,yes,0,school_bus,34
male,group C,master's degree,free/reduced,completed,single,sometimes,yes,0,school_bus,62
male,group A,some college,standard,none,married,regularly,yes,0,school_bus,63
male,group C,high school,free/reduced,,married,regularly,no,5,school_bus,63
male,group B,master's degree,standard,none,single,regularly,yes,3,school_bus,75
female,group B,some college,standard,completed,married,never,no,1,private,83
female,group D,associate's degree,free/reduced,none,married,sometimes,yes,1,private,48
